DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,IATA_x,NAME,DATE,AWND,PGTM,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08,SNOW,SNWD,label,DEP_HOUR,MONTH,DOW,IS_WEEKEND,date,IATA_y,AWND_ORIGIN,PGTM_ORIGIN,PRCP_ORIGIN,TAVG_ORIGIN,TMAX_ORIGIN,TMIN_ORIGIN,WDF2_ORIGIN,WDF5_ORIGIN,WSF2_ORIGIN,WSF5_ORIGIN,WT01_ORIGIN,WT02_ORIGIN,WT03_ORIGIN,WT05_ORIGIN,WT08_ORIGIN,SNOW_ORIGIN,SNWD_ORIGIN,AWND_DEST,PGTM_DEST,PRCP_DEST,TAVG_DEST,TMAX_DEST,TMIN_DEST,WDF2_DEST,WDF5_DEST,WSF2_DEST,WSF5_DEST,WT01_DEST,WT02_DEST,WT03_DEST,WT05_DEST,WT08_DEST,SNOW_DEST,SNWD_DEST
1.0,6/3/2024 12:00:00 AM,DL,19790.0,N376NW,2272.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,1050.0,1044.0,-6.0,41.0,1125.0,1226.0,6.0,1220.0,1232.0,12.0,0.0,,0.0,90.0,108.0,61.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,DL,19790.0,N376NW,2272.0,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,1315.0,1341.0,26.0,13.0,1354.0,1450.0,13.0,1450.0,1503.0,13.0,0.0,,0.0,95.0,82.0,56.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,6,0,0,2024-06-03,SFO,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,DL,19790.0,N376NW,2614.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,600.0,551.0,-9.0,28.0,619.0,713.0,4.0,725.0,717.0,-8.0,0.0,,0.0,85.0,86.0,54.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,DL,19790.0,N376NW,2614.0,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,820.0,824.0,4.0,14.0,838.0,932.0,6.0,950.0,938.0,-12.0,0.0,,0.0,90.0,74.0,54.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,6,0,0,2024-06-03,SFO,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,DL,19790.0,N801DZ,1463.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,1705.0,1717.0,12.0,11.0,1728.0,1822.0,6.0,1828.0,1828.0,0.0,0.0,,0.0,83.0,71.0,54.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,DL,19790.0,N829DN,1051.0,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,1859.0,1852.0,-7.0,10.0,1902.0,1959.0,8.0,2032.0,2007.0,-25.0,0.0,,0.0,93.0,75.0,57.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,6,0,0,2024-06-03,SFO,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,F9,20436.0,,2677.0,13891.0,1389101.0,32575.0,ONT,"Ontario, CA",CA,6.0,California,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,739.0,,,,,,,907.0,,,1.0,B,0.0,88.0,,,1.0,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,F9,20436.0,,2678.0,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,13891.0,1389101.0,32575.0,ONT,"Ontario, CA",CA,6.0,California,515.0,,,,,,,639.0,,,1.0,B,0.0,84.0,,,1.0,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,0,0,2024-06-03,SFO,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,F9,20436.0,N236FR,3381.0,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,1430.0,1420.0,-10.0,21.0,1441.0,1558.0,10.0,1606.0,1608.0,2.0,0.0,,0.0,96.0,108.0,77.0,1.0,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,6,0,0,2024-06-03,SAN,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,F9,20436.0,N236FR,3382.0,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,1656.0,1704.0,8.0,20.0,1724.0,1832.0,6.0,1831.0,1838.0,7.0,0.0,,0.0,95.0,94.0,68.0,1.0,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,6,0,0,2024-06-03,SFO,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,F9,20436.0,N316FR,3308.0,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,1441.0,1620.0,99.0,35.0,1655.0,1754.0,13.0,1610.0,1807.0,117.0,0.0,,0.0,89.0,107.0,59.0,1.0,337.0,15.0,0.0,18.0,0.0,84.0,,,,,,,,,,,,,,,,,,,,,1,14,6,0,0,2024-06-03,SFO,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,F9,20436.0,N362FR,3307.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,14771.0,1477104.0,32457.0,SFO,"San Francisco, CA",CA,6.0,California,905.0,1203.0,178.0,25.0,1228.0,1323.0,13.0,1035.0,1336.0,181.0,0.0,,0.0,90.0,93.0,55.0,1.0,337.0,172.0,0.0,3.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,1,9,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0.0,61.0,69.0,54.0,290.0,280.0,29.1,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N628NK,450.0,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,14831.0,1483106.0,32457.0,SJC,"San Jose, CA",CA,6.0,California,1004.0,1000.0,-4.0,12.0,1012.0,1113.0,3.0,1131.0,1116.0,-15.0,0.0,,0.0,87.0,76.0,61.0,1.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,6,0,0,2024-06-03,SAN,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N628NK,451.0,14831.0,1483106.0,32457.0,SJC,"San Jose, CA",CA,6.0,California,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,1221.0,1215.0,-6.0,10.0,1225.0,1328.0,3.0,1348.0,1331.0,-17.0,0.0,,0.0,87.0,76.0,63.0,1.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N643NK,2908.0,14908.0,1490803.0,32575.0,SNA,"Santa Ana, CA",CA,6.0,California,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,1117.0,1107.0,-10.0,9.0,1116.0,1220.0,7.0,1235.0,1227.0,-8.0,0.0,,0.0,78.0,80.0,64.0,1.0,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N651NK,742.0,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,1543.0,1542.0,-1.0,23.0,1605.0,1712.0,4.0,1710.0,1716.0,6.0,0.0,,0.0,87.0,94.0,67.0,1.0,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,6,0,0,2024-06-03,SAN,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N651NK,743.0,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,1800.0,1801.0,1.0,30.0,1831.0,1942.0,3.0,1936.0,1945.0,9.0,0.0,,0.0,96.0,104.0,71.0,1.0,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N656NK,1349.0,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,515.0,509.0,-6.0,10.0,519.0,614.0,13.0,644.0,627.0,-17.0,0.0,,0.0,89.0,78.0,55.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N694NK,1454.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,1047.0,1039.0,-8.0,20.0,1059.0,1156.0,8.0,1211.0,1204.0,-7.0,0.0,,0.0,84.0,85.0,57.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N694NK,2909.0,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,14908.0,1490803.0,32575.0,SNA,"Santa Ana, CA",CA,6.0,California,1301.0,1254.0,-7.0,11.0,1305.0,1413.0,4.0,1422.0,1417.0,-5.0,0.0,,0.0,81.0,83.0,68.0,1.0,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N962NK,594.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,530.0,522.0,-8.0,9.0,531.0,628.0,7.0,652.0,635.0,-17.0,0.0,,0.0,82.0,73.0,57.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N962NK,595.0,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,1154.0,1219.0,25.0,13.0,1232.0,1327.0,10.0,1325.0,1337.0,12.0,0.0,,0.0,91.0,78.0,55.0,1.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N962NK,596.0,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,10800.0,1080003.0,32575.0,BUR,"Burbank, CA",CA,6.0,California,742.0,737.0,-5.0,10.0,747.0,838.0,4.0,856.0,842.0,-14.0,0.0,,0.0,74.0,65.0,51.0,1.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N962NK,597.0,10800.0,1080003.0,32575.0,BUR,"Burbank, CA",CA,6.0,California,13796.0,1379610.0,32457.0,OAK,"Oakland, CA",CA,6.0,California,946.0,1007.0,21.0,20.0,1027.0,1120.0,4.0,1104.0,1124.0,20.0,0.0,,0.0,78.0,77.0,53.0,1.0,325.0,0.0,0.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,0,9,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N967NK,298.0,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,14893.0,1489302.0,33192.0,SMF,"Sacramento, CA",CA,6.0,California,615.0,606.0,-9.0,24.0,630.0,746.0,7.0,757.0,753.0,-4.0,0.0,,0.0,102.0,107.0,76.0,1.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,0,2024-06-03,SAN,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,NK,20416.0,N967NK,299.0,14893.0,1489302.0,33192.0,SMF,"Sacramento, CA",CA,6.0,California,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,850.0,842.0,-8.0,16.0,858.0,1009.0,4.0,1023.0,1013.0,-10.0,0.0,,0.0,93.0,91.0,71.0,1.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,OO,20304.0,N114SY,4643.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,919.0,918.0,-1.0,16.0,934.0,1002.0,4.0,1020.0,1006.0,-14.0,0.0,,0.0,61.0,48.0,28.0,1.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,OO,20304.0,N114SY,5249.0,14679.0,1467903.0,33570.0,SAN,"San Diego, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,1101.0,1101.0,0.0,12.0,1113.0,1138.0,11.0,1205.0,1149.0,-16.0,0.0,,0.0,64.0,48.0,25.0,1.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,6,0,0,2024-06-03,SAN,7.16,0.0,0.0,63.0,68.0,60.0,210.0,240.0,13.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,OO,20304.0,N116SY,4756.0,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,10157.0,1015706.0,30157.0,ACV,"Arcata/Eureka, CA",CA,6.0,California,1309.0,1307.0,-2.0,22.0,1329.0,1457.0,6.0,1507.0,1503.0,-4.0,0.0,,0.0,118.0,116.0,88.0,1.0,577.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,6,0,0,2024-06-03,LAX,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6/3/2024 12:00:00 AM,OO,20304.0,N116SY,5341.0,10157.0,1015706.0,30157.0,ACV,"Arcata/Eureka, CA",CA,6.0,California,12892.0,1289208.0,32575.0,LAX,"Los Angeles, CA",CA,6.0,California,1555.0,1550.0,-5.0,13.0,1603.0,1731.0,14.0,1751.0,1745.0,-6.0,0.0,,0.0,116.0,115.0,88.0,1.0,577.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,6,0,0,2024-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,62.0,68.0,58.0,260.0,270.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
