IATA,NAME,DATE,AWND,PGTM,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/16,18.57,,0.86,51,56,47,210,250,28,36,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/17,4.7,,0,50,58,42,200,200,14.1,19,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/18,6.04,,0.24,49,56,43,140,130,21.9,33.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/19,7.38,,0,52,55,47,350,330,16.1,21,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/20,11.63,,0,52,55,46,10,20,23,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/21,4.25,,0,48,57,40,270,280,14.1,17,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/22,11.86,,0,52,60,47,10,10,28,36.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/23,9.4,,0,56,63,47,10,10,21.9,28,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/24,6.93,,0,54,64,44,70,60,18.1,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/25,4.03,,0,54,69,44,70,70,13,15,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/26,7.61,,0,58,68,51,90,80,21.9,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/27,8.05,,0,53,58,45,290,300,23.9,29.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/28,8.05,,0,49,57,43,280,280,21,28,1,1,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/29,16.78,,0.02,51,53,48,270,290,28,35.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/30,7.61,,0,48,55,41,10,20,19.9,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/1/31,5.14,1737,0,47,60,36,290,280,15,21.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/1,2.46,,0,48,57,39,20,20,8.9,11,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/2,4.47,,0,48,62,40,120,190,8.9,36,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/3,4.92,,0.58,54,58,50,110,110,16.1,21,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/4,10.96,,0.64,52,60,51,210,220,40,53,1,1,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/5,14.54,,0.07,55,57,48,290,290,29.1,38.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/6,5.82,,0,50,59,41,290,290,17,21,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/7,3.58,,0,50,61,42,290,290,17,23.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/8,4.47,,0,51,63,43,290,290,13,15,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/9,4.47,,0,52,64,43,290,280,21,25.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/10,12.08,,0,53,58,44,270,310,25.1,33.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/11,7.38,,0.06,49,56,44,40,10,21.9,27.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/12,6.26,,0,50,64,42,290,310,18.1,25.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/13,18.12,,0,51,60,43,290,290,46.1,55.9,1,1,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/14,18.34,,0,50,53,44,280,290,33.1,42.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/15,9.4,,0,50,59,41,10,10,23.9,31.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/16,3.13,,0,47,58,39,210,210,12.1,14.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/17,4.92,,0,51,62,42,280,290,14.1,18.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/18,4.03,,0,50,60,40,300,310,16.1,19,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/19,5.37,,0,51,66,41,300,300,15,19,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/20,5.82,,0,53,67,45,300,300,21,25.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/21,29.53,,0,54,56,46,300,280,49,68,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/22,19.91,,0.04,47,51,42,310,310,32,45,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/23,14.32,,0.34,44,51,39,200,200,36.9,50.1,1,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/24,10.96,,0.59,45,51,41,130,140,23,32,1,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/25,6.93,,0,46,52,44,280,300,14.1,19,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/26,11.18,,0.21,49,53,44,190,190,30,40.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/27,12.53,,0.54,46,52,41,190,190,38.9,52.1,1,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/2/28,11.86,,0.33,48,56,43,230,250,23.9,35.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/1,14.76,,0,47,55,39,290,300,25.1,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/2,10.51,,0,50,57,40,280,290,28,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/3,10.96,,0,51,58,47,280,290,23.9,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/4,11.41,,0.21,50,53,47,210,220,36,49,,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/5,12.75,,0.23,50,54,44,240,230,33.1,46.1,,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/6,8.5,,0.2,48,55,42,210,240,17,21.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/7,6.26,,0.01,48,55,42,270,270,17,23.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/8,7.61,,0.11,50,56,45,210,220,21.9,27.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/9,13.87,,0.72,48,58,44,190,180,40.9,59.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/10,10.51,,0.51,55,60,50,210,210,36.9,55,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/11,5.59,,0.01,53,63,47,200,210,21,27.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/12,12.97,,0.57,57,59,55,190,190,23.9,38.9,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/13,10.74,,0.01,58,66,55,210,200,23.9,47,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/14,21.47,,0.71,59,64,48,200,210,55,77,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/15,9.62,,0,50,59,43,280,280,21,25.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/16,8.5,,0,51,60,45,280,290,21,25.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/17,7.38,,0,52,64,46,290,290,23.9,29.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/18,3.8,,0.04,54,64,47,200,210,31.1,44.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/19,9.17,,0.54,56,59,51,260,260,23.9,31.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/20,7.83,,0.06,53,57,49,290,280,17,23.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/21,19.69,,1.12,51,56,48,120,120,49,65.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/22,12.97,,0.22,51,58,49,290,300,23.9,31.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/23,17.67,,0.03,53,57,49,290,300,25.1,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/24,17.67,,0,51,57,46,300,300,33.1,42.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/25,14.09,,0,50,58,42,300,290,33.1,44.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/26,10.74,,0,50,58,43,280,280,23,29.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/27,7.16,,0,49,62,40,270,270,21,27.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/28,12.3,,0.63,53,55,47,170,180,36,49,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/29,9.4,,0.67,50,53,48,240,240,23.9,31.1,,,1,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/30,8.5,,0,51,58,45,280,290,21,29.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/3/31,6.49,,0,51,59,44,280,270,17,21,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/1,8.05,,0,52,62,43,270,300,18.1,23,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/2,15.43,,0,54,58,49,280,300,28,40,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/3,21.92,,0,51,55,46,300,290,40,57,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/4,11.41,,0,49,58,42,280,290,28,35.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/5,11.18,,0,51,59,45,280,300,21.9,31.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/6,7.61,,0,52,61,47,300,310,18.1,23,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/7,10.29,,0.06,56,61,52,210,190,21,25.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/8,8.5,,0,55,66,50,290,290,21,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/9,8.72,,0,56,71,49,290,280,23,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/10,10.74,,0,59,68,52,280,280,28,32,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/11,18.79,,0,58,62,50,280,270,38.9,48.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/12,21.25,,0,53,59,48,280,280,32,42.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/13,15.43,,0,53,62,47,280,280,30,38.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/14,16.55,,0,53,59,49,270,280,25.1,34,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/15,13.42,,0,53,59,49,280,280,23.9,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/16,14.99,,0,53,60,49,280,290,25.9,34,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/17,15.88,,0.04,54,59,50,270,270,25.9,33.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/18,10.29,,0,54,59,47,260,280,21.9,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/19,14.09,,0,53,61,47,290,290,25.1,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/20,11.63,,0,55,66,47,280,280,28,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/21,11.18,,0,58,72,51,290,290,29.1,36.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/22,16.55,,0,59,69,51,280,290,31.1,38,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/23,19.69,,0,57,61,51,270,280,33.1,40.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/24,18.57,,0,55,62,50,280,280,32,40,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/25,9.4,,0,56,77,48,310,300,23,28,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/26,9.84,,0,58,77,50,300,300,21,25.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/27,9.62,,0,60,83,50,300,290,21.9,25.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/28,14.09,,0,60,67,51,300,300,25.1,30,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/29,13.42,,0,56,62,51,290,280,30,36,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/4/30,23.94,,0,55,61,51,280,290,38.9,50.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/1,18.79,,0.01,55,59,52,260,250,31.1,42.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/2,8.5,,0.48,53,58,50,140,160,19.9,23.9,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/3,8.95,,0.2,55,60,51,130,140,15,21,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/4,7.83,,0.01,54,60,51,270,280,17,23,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/5,7.16,,0,56,61,53,230,220,19.9,23.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/6,8.5,,0.02,57,63,53,230,240,21,25.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/7,8.5,,0,57,65,50,280,270,21,28,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/8,11.18,,0,57,65,52,270,270,21,25.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/9,14.54,,0,58,65,53,270,270,25.9,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/10,13.87,,0,57,62,54,270,250,23.9,29.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/11,14.99,,0,58,63,54,270,280,23.9,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/12,16.11,,0,58,69,53,290,290,25.9,32,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/13,9.4,,0,59,82,53,280,270,23,29.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/14,8.28,,0,62,72,53,300,300,16.1,21,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/15,11.18,,0,62,68,55,280,280,23,27.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/16,14.54,,0,60,72,54,290,290,31.1,36,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/17,14.54,,0,58,64,53,280,290,28,36,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/18,13.42,,0,58,64,54,270,270,25.9,32,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/19,13.87,,0,58,64,55,280,270,25.1,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/20,13.87,,0,57,63,54,270,270,25.1,33.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/21,11.18,,0,59,68,54,270,270,25.9,32,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/22,9.17,,0,59,71,52,300,300,23.9,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/23,12.08,,0,59,67,54,210,210,23,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/24,10.29,,0,58,66,54,200,210,17,21.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/25,11.18,,0,58,65,54,250,240,21.9,28,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/26,11.18,,0,59,66,55,270,270,23,31.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/27,12.3,,0,59,68,54,270,260,25.1,32,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/28,10.07,,0,57,61,55,270,260,21,25.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/29,12.08,,0,59,68,55,200,210,25.9,34,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/30,11.41,,0,61,67,56,270,280,23,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/5/31,13.2,,0,58,65,54,250,280,23.9,34,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/1,10.96,,0,59,68,54,240,260,23.9,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/2,11.18,,0,59,68,52,270,270,23.9,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/3,10.29,,0,59,71,52,300,290,23,28,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/4,12.97,,0,60,69,53,300,310,23,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/5,9.62,,0,60,70,54,200,200,28,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/6,14.32,,0.01,62,69,60,200,210,23.9,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/7,11.63,,0,63,70,58,220,220,21.9,27.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/8,11.63,,0,63,70,57,290,280,23,30,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/9,12.08,,0,61,66,56,270,300,23,31.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/10,10.96,,0,59,70,55,280,280,21.9,25.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/11,8.28,,0,60,70,55,250,250,19.9,23.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/12,9.84,,0,62,70,57,210,200,21,25.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/13,10.07,,0,62,70,57,280,270,21.9,27.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/14,9.62,,0,62,71,57,290,290,25.1,30,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/15,10.07,,0,62,75,56,300,280,21,27.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/16,10.51,,0,63,73,57,300,300,23,29.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/17,11.41,,0,63,72,58,300,290,25.9,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/18,19.91,,0,62,69,57,270,280,35.1,45,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/19,24.61,,0,60,66,55,280,280,33.1,42.9,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/20,15.88,,0,60,69,53,270,270,32,40.9,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/21,13.42,,0,59,68,53,280,270,29.1,38,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/22,10.07,,0,59,69,54,220,240,23,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/23,11.63,,0,61,68,58,260,270,23,28,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/24,13.87,,0,60,67,57,270,270,25.1,35.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/25,12.97,,0,60,65,55,270,270,21,27.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/26,14.09,,0,58,65,55,270,280,25.9,36,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/27,13.42,,0,57,65,54,280,280,23,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/28,13.42,,0,57,65,54,280,290,25.1,32,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/29,11.63,,0,60,71,54,310,310,23.9,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/6/30,13.42,,0,60,71,54,300,300,28,34,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/1,9.62,,0,62,81,54,290,290,21,25.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/2,11.63,,0,70,81,60,300,300,23.9,29.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/3,10.29,,0,66,73,58,290,300,21.9,25.9,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/4,10.74,,0,62,71,56,300,290,21.9,28,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/5,8.95,,0,62,73,56,280,290,19.9,29.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/6,13.2,,0,62,68,58,280,260,23.9,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/7,16.33,,0,59,63,55,270,270,28,36,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/8,21.92,,0,59,66,55,260,260,32,45,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/9,14.32,,0,58,64,55,270,290,25.1,32,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/10,15.21,,0,59,66,54,290,300,23.9,32,1,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/11,13.42,,0,60,71,54,300,310,25.1,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/12,13.87,,0,59,66,55,300,300,25.1,35.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/13,14.76,,0,60,73,54,300,300,23.9,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/14,13.65,,0,62,76,55,300,310,23.9,32,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/15,12.75,,0,62,79,56,300,300,23.9,31.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/16,12.53,,0,64,75,57,300,300,25.9,32,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/17,11.18,,0,65,75,60,300,300,23,30,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/18,14.76,,0,63,70,57,290,300,31.1,38,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/19,11.86,,0,61,70,57,300,300,25.1,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/20,12.53,,0,62,73,55,290,300,31.1,36.9,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/21,14.99,,0,62,73,56,310,310,25.9,31.1,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/22,13.42,,0,64,79,55,300,310,23.9,30,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/23,13.42,,0,64,70,60,300,290,25.1,33.1,,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/24,14.09,,0,63,70,56,290,290,23.9,33.1,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/25,15.43,,0,63,76,57,300,280,23.9,34,,,,,
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/26,14.99,,0,64,70,58,280,290,25.1,34,1,,,,1
SFO,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2023/7/27,13.42,,0,62,69,57,270,270,25.9,32,,,,,1
